id,title,userID,length,total_activities
1506,Glossa_3_gymnasiou-GF-OSO-1,88,8,10
1507,Παλαιά Διαθήκη,1605,3,3
1508,τελική εργασία-Τσικαλοπούλου Μαρία-Παυλίδου Σοφία,1722,6,6
1509,Rainforests Year 6 ,5377,13,22
1510,ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ,3798,8,8
1511,Τα δόντια μας-Βροντινού Κ.,1451,3,3
1512,our_template,1,11,13
1513,Seq_HW_1,9,11,11
1514,Nero-Pigi Zwis,4530,12,14
1515,MEMORY,1,9,19
1516,LAMS Assignment Legit,5834,9,15
1517,Κεφάλαιο 12_Παγκόσμιος Ιστός (2η έκδοση),1060,3,9
1518,dynami-1,88,7,7
1519,K0203 The Game of Death,9,13,13
1520,Κίνδυνοι στο facebook,1445,8,8
1521,Τελική εργασία,1548,7,7
1522,group investigation,1,11,17
1523,task1,7140,11,11
1524,Developing Scenario Learning - Education,295,13,13
1525,ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ Ανανεώσιμες και μη πηγές ενέργειας Παλάνης Θανάσης,1628,9,11
1526,ΠΙΕΣΗ Β ΓΥΜΝΑΣΙΟΥ,4384,11,11
1527,Ηλεκτρονικό Ταχυδρομείο,3941,15,19
1528,Going to the movies_Nanopoulou,1075,11,11
1529,Climate change (Κλιματική Αλλαγή),10,8,8
1530,Μεσογειακή Διατροφή,35,5,5
1531,Istorikh_Exelixh_PLC,2457,4,4
1532,Δειγματοληψία,1644,12,17
1533,Τελική εργασία- ΣΤΑΘΕΡΕΣ ΚΑΙ ΜΕΤΑΒΛΗΤΕΣ ΣΤΗΝ ΕΡΕΥΝΗΤΙΚΗ ΟΡΟΛΟΓΙΑ - ΠΑΠΑΔΟΓΙΑΝΝΑΚΗ,1639,10,10
1534,Κατερίνα Νικολακοπούλου-Η μάχη των Θερμοπυλών,48,5,7
1535,Society and Culture Preliminary - Intercultural Communication - Cultural Iceberg Exploration,7267,7,8
1536,Information Report,5306,17,24
1537,marketing,6179,13,25
1538,Ε-ΘΕ-ΑΕΠΠ-ΠΟΛΛΑΠΛΗ ΕΠΙΛΟΓΗ,81,3,5
1539,Task 2 Types of Employment,5423,6,6
1540,K0205 The Philosopher's Stone,9,13,13
1541,ΔΙΕΘΝΕΣ ΣΥΣΤΗΜΑ ΜΟΝΑΔΩΝ,1743,6,6
1542,HIS1-EDUC261,5965,5,5
1543,TELIKH ERGASIA,1500,20,20
1544,Religion in Pompeii and Herculaneum,5881,14,15
1545,La Vita e Bella worksheet,1557,4,4
1546,Η ΑΞΙΑ ΤΗΣ ΔΙΑ ΒΙΟΥ ΑΣΚΗΣΗΣ 3 Αντωνίου Βασιλική!,4379,10,12
1547,Phantom,2569,18,20
1548,LAMS assignment,5533,7,15
1549,Sustainability,7239,16,16
1550,Geography Planet Earth Design,5558,9,9
1551,Role Play Template - Two roles,10,12,18
1552,Στοιχειομετρία-τελική εργασία-Ασπρογέρακας,1439,10,10
1553,Η ΦΥΣΙΚΗ ΑΓΩΓΗ ΣΤΟ ΧΡΟΝΟ,1061,6,9
1554,Είδη γωνιών,1420,8,8
1555,Τρεις Ιεράρχες 1,1489,6,6
1556,ChristoforosHadjichristoforou_template_09042014,7848,14,16
1557,EDUC261 addition and subtraction,7272,11,13
1558,Εποχές (2ο),1477,11,11
1559,Educ261-41318366- Passing of the bill,5335,9,16
1560,Ασκηση2_2,1542,3,3
1561,digital_natives_new BBB,1457,17,19
1562,Μια μέρα του βασιλιά Λουδοβίκου XIV_Σοφία Αργυροπούλου ,1436,11,11
1563,μέτρηση pH,1552,5,5
1564,Educ107 creative response,5949,7,7
1565,Ο Φρίξος και το παιδί με το ποδήλατο. ΚΓΛ,1625,3,3
1566,Research,886,15,15
1567,Writing a CV,5001,12,16
1568,Tommy,2140,12,17
1569,Se avete mai stipulato un contratto,12,13,15
1570,Ubuntu Joomla,3787,3,3
1571,GREEK ARTICLES,1625,9,9
1572,φυσικές καταστροφές,1735,4,4
1573,business studies lams,5415,9,11
1574,Ατομικά πρότυπα,335,8,8
1575,GMF-altern_conc_vote,10,15,15
